_id,accepted_answer_id,answer_count,comment_count,creation_date,favorite_count,owner_user_id,related_posts,score,tags,title,view_count
3871834,3871867,4,2,2010-10-06T11:11:06.9,,423620,[3684079],2,"[""java""]",How to extract number and String in java,2670
3891729,3938103,1,0,2010-10-08T14:51:11.607,,379226,[487150],2,"[""cocoa-touch"",""interface-builder"",""uikit"",""ipad""]",iPad status bar overlaps view,1262
3904615,3904628,4,1,2010-10-11T08:29:27.013,,393273,[739682],6,"[""iphone"",""objective-c"",""nsstring""]",% sign in string objective c,1941
3921922,3921951,8,1,2010-10-13T08:29:01.583,9,285020,[3872604],10,"[""javascript""]","What does (function (x,y){...})(a,b); mean in JavaScript?",17874
3936762,4179228,1,1,2010-10-14T19:23:17.977,,48310,[188147],1,"[""ruby-on-rails""]","Rails 2.3.9, adding ActiveScaffold, getting in `alias_method': undefined method `number_of_pages' for class `Paginator'",552
3952855,,3,1,2010-10-17T10:37:30.4,,476774,[3941418],3,"[""xna"",""xna-4.0""]","""Press Enter to start the game"" XNA INTRO SCREEN",6107
3969971,,0,3,2010-10-19T15:26:00.72,,105570,[138331],1,"["".net"",""diff"",""open-source""]",Is there an open source diff library for .NET (for text)?,2017
3994159,,4,3,2010-10-22T05:29:31.643,2,101015,[3953217],7,"[""php"",""api""]",Logging API calls,9786
4021329,4021940,1,0,2010-10-26T06:51:38.837,1,245416,[13935443],6,"[""debugging"",""gdb""]",issue with debugged application output in gdb,2005
4028833,,1,0,2010-10-26T23:15:17.94,4,488199,[468038],19,"[""html"",""css""]","Two divs; left should be fixed width, right should fill rest of space",17661
4048741,4567366,1,0,2010-10-29T03:23:25.113,,1322,[7465849],0,"[""android""]",android.intent.action.NOTIFICATION_REMOVE not available on all devices?,636
4061777,4061789,3,1,2010-10-31T03:49:30.75,4,483231,[2235834],35,"[""int"",""haskell"",""integer""]",Converting Int to Integer,35417
4089383,,3,0,2010-11-03T16:43:58.353,0,496201,[3733988],2,"[""android"",""root"",""screen-capture"",""android-screen""]",Capture android screen,5985
4119280,4119833,2,0,2010-11-07T19:28:13.503,,430167,[796195],0,"[""c#"",""sql"",""desktop-application""]",Implement Search from database as alphabets are entered,923
4148350,4148393,2,4,2010-11-10T19:38:17.397,1,349297,[2479557],9,"[""html"",""javascript"",""anchor""]",is it bad practice to use href='javascript:func()' than onclick='func()' for anchors?,1598
4173225,4173315,9,6,2010-11-13T15:23:47.497,4,1178669,[464342],4,"[""python"",""algorithm""]",My implementation of merging two sorted lists in linear time - what could be improved?,10149
4193730,,1,8,2010-11-16T11:43:05.52,,501666,[4193398],1,"[""javascript"",""jquery""]",find() function not working on page load in jquery,279
4213282,4213402,4,3,2010-11-18T09:26:56.99,4,418110,[154469],14,"[""c++"",""namespaces""]",unnamed namespace,8226
4232169,4232408,2,0,2010-11-20T10:02:33.737,,407120,[4225014],0,"[""java"",""jsf"",""web-applications""]",IllegalStateException on redirect,2527
4239770,4239823,7,1,2010-11-21T19:16:58.73,1,18909,[11296854],7,"[""c++"",""floating-point"",""precision"",""types"",""type-conversion""]",What are the rules governing C++ single and double precision mixed calculations?,9046
4275523,,1,2,2010-11-25T09:34:04.69,,519919,[3263480],0,"[""php"",""upload"",""file""]",PHP video file upload problem,1977
4291528,,3,1,2010-11-27T11:59:29.487,1,522221,[3849858],2,"[""sockets"",""hardware"",""driver"",""firefox-addon"",""google-chrome-extension""]",Interaction between browser and external hardware?,1142
4301877,4301901,3,0,2010-11-29T08:11:31.57,4,238134,[3297048],23,"[""rest"",""http"",""http-status-codes""]",HTTP status code for missing authentication,16138
4344922,,3,1,2010-12-03T11:08:12.307,2,475247,[5468099],1,"[""java"",""browser"",""glassfish"",""browser-cache"",""http-headers""]",How can I set HTTP headers in Glassfish server,8686
4368107,4368131,1,4,2010-12-06T15:46:19.27,,337085,[4367861],-1,"[""php"",""upload"",""file-upload""]",How can I know a number of uploaded files with PHP?,584
4385118,4390231,5,3,2010-12-08T07:28:12.447,1,500451,[9280915],4,"[""forms"",""validation"",""jsf"",""messages"",""prefix""]",Why the form id prefix in the h:message output?,10442
4404722,4404767,4,10,2010-12-10T01:02:36.077,,471812,[4384021],0,"[""c++"",""arrays"",""recursion""]",Problem with C++ program output,658
4455076,4455154,8,0,2010-12-15T21:27:41.75,125,537441,[53097952],573,"[""python"",""arrays"",""numpy""]",How to access the ith column of a NumPy multidimensional array?,957722
4471560,4623281,1,0,2010-12-17T14:44:19.797,,380621,[4467030],2,"[""apache"",""ssi""]",Is it possible to Server Side Include something above webroot?,1191
4492261,6392840,2,3,2010-12-20T17:40:32.573,4,339843,"[2836473,4056606]",5,"[""android"",""visual-studio""]",What do I need to do to compile Android NDK (C++) aps in Visual Studio 2010?,1489
4511215,,3,1,2010-12-22T16:21:41.41,,52025,[190421],0,"[""php"",""oop"",""php-5.3""]",Get function name of child class in parent class,678
4526127,,6,2,2010-12-24T11:47:57.49,,400962,[301359],3,"[""asp.net"",""asp.net-mvc""]",Not found error in asp.net-mvc,541
4557114,4557741,1,1,2010-12-29T19:19:44.883,3,126352,[4229327],9,"[""python"",""django"",""django-templates""]",Django custom template tag which accepts a boolean parameter,3655
4600185,,1,4,2011-01-05T01:53:15.137,,558758,[4598405],2,"[""c#"",""sql"",""linq-to-entities"",""entity-framework""]",CTE Sql query support in Entity Framework <DefiningQuery>,2471
4612673,4616355,8,2,2011-01-06T07:14:06.793,0,548435,[1969667],5,"[""java"",""jakarta-mail""]",MessagingExceptionIOException while sending message in java?,50883
4620246,4620422,2,4,2011-01-06T21:46:31.487,1,406543,[3953746],0,"[""html"",""javascript"",""forms""]",Form iteration function not working properly,264
4645222,4758727,1,1,2011-01-10T09:21:27.207,3,491413,[4052940],2,"[""opengl"",""directx"",""3d"",""wpf"",""animation""]",Animate 3D object on windows desktop,918
4661888,,5,1,2011-01-11T19:47:21.85,2,212159,[574691],1,"[""php"",""algorithm"",""logic"",""euclidean-distance""]",Finding cities close to one another using longitude and latitude,3944
4687351,,2,3,2011-01-14T02:09:09.95,3,493592,[23570572],8,"[""python"",""opencv"",""gstreamer""]",Add some OpenCV processing to a gstreamer video stream,4722
4703535,4704360,6,1,2011-01-16T02:54:58.77,13,434414,[2240326],36,"[""android"",""preferenceactivity"",""android-preferences""]",How to show and hide preferences on Android dynamically?,33083
4712837,,1,3,2011-01-17T11:54:51.72,,502014,[3529852],-2,"[""xml"",""xslt""]",Apply XSL template in external XML file,1461
4733869,4733904,7,0,2011-01-19T09:58:56.733,0,248643,[4531429],0,"[""c"",""c++"",""performance"",""for-loop""]","which is better ""for(int i = 0; i != 5; ++i)"" or ""for(int i = 0; i <= 5; i++)""?",22802
4749037,4749157,3,5,2011-01-20T15:31:15.303,,543130,[4732067],2,"[""mysql"",""optimization"",""innodb"",""full-text-search"",""query-optimization""]",Please help me optimize a mysql search query,629
4757438,4757501,9,3,2011-01-21T09:59:08.843,19,2671514,[5296268],72,"[""javascript"",""regex"",""string"",""client""]",JavaScript: indexOf vs. Match when Searching Strings?,68082
4779365,4779406,2,1,2011-01-24T06:46:17.03,1,286808,[428918],2,"[""java"",""date""]",Add date by one,2007
4802417,4802629,3,0,2011-01-26T08:08:13.683,1,564721,[1309624],4,"[""ruby"",""database"",""sorting"",""ruby-on-rails""]",Sort by state in database,1999
4812686,,6,0,2011-01-27T04:16:47.7,35,396077,"[10965720,30799814]",134,"[""html"",""javascript"",""sockets"",""websocket""]","Closing WebSocket correctly (HTML5, Javascript)",191003
4828661,4830211,2,0,2011-01-28T13:21:19.863,1,92153,[1423533],4,"[""silverlight"",""xaml"",""control-template""]",Silverlight 4 : Making Closeable Tabitems,4183
4846792,,2,2,2011-01-31T01:05:26.46,,596221,[8771316],1,"[""php""]",How to Use the Olson Time Zone Database in PHP?,2063
4881896,4881927,6,7,2011-02-03T01:36:40.973,4,,[1000663],6,"[""c"",""c++""]",Using a C++ class member function (cannot be static) as a C callback function,5872
4892231,,4,7,2011-02-03T22:01:10.567,,71522,[31523005],0,"[""apache-flex"",""flex3""]",Flex: errors in generated *WatcherSetupUtil?,2514
4923319,4923410,4,6,2011-02-07T15:52:02.707,25,364987,"[1550950,4083038]",31,"[""php"",""regex"",""string"",""cjk""]",Php - regular expression to check if the string has chinese chars,24919
4943430,4943785,4,1,2011-02-09T10:14:43.34,1,328725,[2193310],1,"[""java"",""concurrency"",""multithreading""]",Parallel-processing in Java; advice needed i.e. on Runnanble/Callable interfaces,1678
4964364,4964379,2,0,2011-02-11T00:28:20.353,,288444,[1358033],2,"[""xcode"",""cocoa-touch"",""objective-c""]",Meaning of Base SDK in Xcode,2088
4990077,,1,0,2011-02-14T08:24:35.47,3,615887,[4488873],2,"[""delphi"",""toolsapi""]",Delphi Open tools Api creating a project wizard,1352
5022067,5022113,4,5,2011-02-16T21:04:07.193,6,283981,[4003408],34,"[""c"",""strlen"",""c-preprocessor""]",strlen in the C preprocessor?,25716
5038153,5038168,3,1,2011-02-18T06:00:53.043,1,609567,[2422468],1,"[""java"",""file-upload""]",uploading of files and images,161
5049992,5052898,6,1,2011-02-19T09:31:31.89,31,317384,[47568013],84,"[""paging"",""mongodb""]",MongoDB - paging,59504
5058793,5059079,5,0,2011-02-20T17:45:27.253,,625454,[1353680],4,"[""cakephp""]",How to populate drop-down list with database values in CakePHP,28069
5077719,5077833,1,0,2011-02-22T11:51:28.35,0,498112,[3706515],0,"[""stringbuilder"",""android"",""json""]","android, iterate over stringbuilder json?",1286
5096240,5096741,2,1,2011-02-23T19:49:02.377,,630988,[815687],0,"[""html"",""javascript"",""jquery""]",Using images / links to switch form select (dropdown),1863
5131158,,1,0,2011-02-27T03:01:19.66,,558180,[3482106],2,"["".htaccess"",""mod-rewrite"",""redirect"",""ipad""]","iPad/iPhone browser sniffer with mod_rewrite and redirection; ""too many redirections""",2804
5159373,5167752,3,1,2011-03-01T19:32:34.603,,336916,[12591192],0,"[""iphone"",""uitextview"",""uilabel""]",iphone - How to center dynamic sized text,2974
5167426,5179023,1,4,2011-03-02T12:25:13.72,0,568371,[5067366],0,"[""c#"",""paint"",""panel"",""transparent"",""winforms""]",Semi-transparent panel showing controls underneath,3652
5193646,,5,5,2011-03-04T12:23:52.53,,644541,[5192575],0,"[""javascript"",""php""]",Combing JS and PHP on one button. Is it possible?,217
5207949,5308234,1,0,2011-03-06T01:06:29.16,1,673836,[351503],5,"[""cocoa"",""core-animation"",""objective-c"",""nstextfield""]",How to fix focus ring's highlight being clipped when using CALayer?,1341
5225273,5226929,3,1,2011-03-07T21:08:42.85,2,67441,[17634395],3,"[""c#"",""cil"",""equals""]","Difference between the ""ceq"" MSIL command and object.InternalEquals",1662
5240925,5241014,4,0,2011-03-09T03:19:43.693,2,650785,[1111980],0,"[""java"",""multithreading"",""android""]",android thread crashes when screen orientation changes,1838
5255790,,2,4,2011-03-10T05:20:48.523,,652894,"[761194,4126938]",0,"[""java""]",abstract class&interface,132
5266826,5266862,2,0,2011-03-10T22:46:21.083,,38765,[5255310],1,"[""ruby"",""monkeypatching""]",Is it theoretically safe to redefine any Ruby method that doesn't begin with underscores?,74
5279729,5287439,1,0,2011-03-12T00:03:30.927,,599484,[304885],0,"[""macos"",""button"",""nsapplication"",""runloop""]",osx and objc - running a second run loop for a plugin?,146
5296383,5296544,1,0,2011-03-14T08:41:07.183,1,618694,[1211923],0,"[""iphone"",""debugging"",""xcode"",""objective-c"",""nslog""]",How to place significant NSLogs in Xcode without typing,128
5300626,5300828,3,3,2011-03-14T15:22:13.747,,105167,[2917496],0,"[""java"",""postgresql""]",How do I compress both this postgresql query into one statement in java?,318
5321346,5321650,3,0,2011-03-16T05:16:23.93,,633825,[12642847],0,"[""iphone"",""transition"",""flip"",""ios"",""subviews""]",Subviews not displaying during Flip Transition,604
5339276,8636521,8,2,2011-03-17T12:54:39.67,217,296446,[8834294],238,"[""objective-c"",""swizzling"",""ios""]",What are the Dangers of Method Swizzling in Objective-C?,40470
5344185,,0,3,2011-03-17T19:30:53.227,,369166,[6652227],2,"[""php"",""wcf"",""wcf-security""]",How to consume a WCF secure service with PHP?,6258
5352474,5362615,1,2,2011-03-18T13:14:41.207,1,645428,[5089066],2,"[""nhibernate""]","Dynamically change the id generator to ""assigned"" in NHibernate class mapping",2403
5370250,,1,1,2011-03-20T17:43:29.097,,564964,[361975],1,"[""java"",""mysql"",""byte"",""utf-8""]",encountering a square or null or ? mark in retrieving utf-8 characters from mysql database in java,637
5403342,5403387,4,0,2011-03-23T09:49:11.1,2,516629,[35508182],4,"[""javascript"",""ajax"",""jquery""]",JS : Return result from nested ajax success function,4963
5417744,,2,0,2011-03-24T10:29:29.267,1,392406,[3012905],1,"[""php"",""facebook""]",How to get user's profile pic url using graph api,7769
5431646,5432353,5,0,2011-03-25T11:11:30.65,4,669645,[4969638],4,"[""java"",""pdf"",""performance"",""xhtml"",""flying-saucer""]",Is there any way improve the performance of FlyingSaucer?,8998
5443950,5444036,4,5,2011-03-26T17:26:04.6,,361338,[5279477],0,"[""c#"",""vb.net""]",help to convert c# anonymous to vb.net,290
5459231,,2,2,2011-03-28T12:50:28.05,1,421935,[1216114],2,"[""iframe"",""facebook""]",Facebook Application iFrame Fixed Element,1296
5474871,,15,4,2011-03-29T15:18:59.607,68,252679,"[7738117,21064101]",247,"[""html"",""javascript"",""css"",""ellipsis"",""tooltip""]",HTML - how can I show tooltip ONLY when ellipsis is activated,186736
5488919,5489249,1,1,2011-03-30T16:04:52.853,,682921,[37684],0,"[""javascript"",""jquery"",""replace"",""hyperlink""]",jQuery add attribute when a certain text string is found,212
5505759,5506065,1,2,2011-03-31T20:15:38.113,,642760,[5498350],1,"[""php"",""drupal"",""drupal-modules""]",theme_table with multiple rows,1067
5527437,5970314,2,3,2011-04-03T03:46:17.47,7,509908,[1309263],15,"[""c"",""algorithm"",""matlab""]",Rolling median in C - Turlach implementation,9177
5544329,5544702,3,3,2011-04-04T21:03:46.4,,483140,[2065001],0,"[""sql-server"",""coldfusion"",""performance""]",MS SQL Coldfusion fine tuning query,376
5558534,5558604,4,3,2011-04-05T21:07:32.74,41,566145,[34378238],61,"[""android"",""resolution"",""screen"",""android-screen-support""]",Do I need 14 different layouts to support all Android devices?,27918
5578797,,3,0,2011-04-07T09:20:39.057,,61876,"[2233001,2614989]",3,"[""entities"",""netbeans"",""weblogic"",""jakarta-ee""]",Java: exception when casting to itself(?),3835
5584341,,2,3,2011-04-07T16:25:06.683,1,2010916,[4252208],3,"[""javascript"",""php"",""security"",""authentication"",""web-services""]",A way to add access control to a webservice called by javascript?,396
5598476,,0,3,2011-04-08T17:10:18.09,,663322,[1384406],4,"[""python"",""django"",""format"",""seconds""]",Django filter for converting the number of seconds into a readable form,2065
5624969,5625011,3,3,2011-04-11T17:15:23.71,2,31308,[53125039],13,"[""regex"",""bash""]",How to reference captures in bash regex replacement,19965
5647261,,4,1,2011-04-13T09:46:37.127,,6508,[4238345],3,"[""c#"",""timeout""]",How to impose a time limit constraint to an operation,2588
5662684,,0,7,2011-04-14T11:43:11.097,,707882,[5471765],0,"[""c"",""b-tree"",""data-structures""]",Btree deletion code,372
5677745,5677980,4,0,2011-04-15T13:48:52.35,,497934,[318064],2,"[""c++"",""oop"",""methods"",""design-patterns"",""user-defined-functions""]",Enforcing Common Method Names,123
5706155,5707654,1,0,2011-04-18T16:49:14.76,3,97154,"[766610,5240066]",5,"[""error-handling"",""asp.net-mvc"",""custom-error-pages"",""custom-errors"",""asp.net-mvc-3""]",How do I get ASP.NET MVC to honor my customErrors settings?,1066
5708872,6338384,3,0,2011-04-18T21:04:08.543,2,450076,[3691968],9,"[""character-encoding"",""mongoose"",""mongodb"",""node.js"",""express""]",How to convert data to utf-8 in node.js?,28387
5716641,5716671,2,0,2011-04-19T12:53:13.367,,632951,[1822350],9,"[""javascript"",""operators""]",What is the JavaScript >>> operator used for?,1666
5731295,5731363,1,0,2011-04-20T13:41:48.447,,645085,[124269],0,"[""jquery"",""wsdl"",""web-services""]",access webservice wsdl from jquery,1985
5748908,5748996,1,0,2011-04-21T19:33:47.957,,719316,[2044676],3,"[""vb.net"",""web-services"",""fedex"",""thermal-printer"",""zebra-printers""]",Send data to thermal printer,6858
5753525,,2,0,2011-04-22T08:10:18.277,,694601,[5269634],0,"[""for-loop"",""verilog"",""logarithm"",""instantiation""]",log value in verilog,1464
5764841,5765106,4,0,2011-04-23T14:47:44.35,,559310,[594808],1,"["".net"",""c#"",""design-time"",""windows-forms-designer"",""winforms""]",Get all controls of the current form at design-time,3282
5771984,5771994,1,3,2011-04-24T17:14:46.92,,412207,[10819],0,"[""c#""]",Row is repeated while inserting data,107
5793672,,0,0,2011-04-26T16:53:49.82,0,1099180,[342152],0,"[""identifier""]",Numbers as identifiers,64
5810431,5810534,6,1,2011-04-27T20:52:43.217,3,229853,[1216505],6,"[""javascript"",""regex"",""jquery""]",Extract substring out of a string using Javascript,15148
5823425,,2,4,2011-04-28T18:41:06.957,1,396092,[3778110],4,"[""java"",""hibernate"",""jdbc""]",org.hibernate.exception.ConstraintViolationException: Could not execute JDBC batch update,32696
5849726,5849795,1,7,2011-05-01T16:35:14.39,2,556479,[647079],2,"[""objective-c"",""freeze"",""nsoperation"",""nsoperationqueue""]",NSOperation & NSOperationQueue freezing application,827
5876564,5876685,1,1,2011-05-03T22:41:05.833,1,508788,[5592612],2,"[""nsfilehandle"",""ios"",""assetslibrary""]",iOS ALAssetsLibrary and NSFileHandle reading file contents,3589
5888785,5897919,4,2,2011-05-04T19:23:40.183,3,655582,"[1435474,5780232]",15,"["".net"",""c#""]",What is the most robust way of linking members with their string name?,210
5911445,,4,10,2011-05-06T12:30:47.27,,506367,[5109879],9,"[""python"",""linux"",""usb"",""removable-storage""]",Listing all USB drives in Linux,4788
5921545,5928634,2,4,2011-05-07T14:02:13.543,3,535256,[1175096],13,"[""php"",""https"",""http"",""session-state""]",PHP session HTTP to HTTPS problem,15077
5933536,9546623,2,0,2011-05-09T06:50:53.293,,718264,[8814439],0,"[""c#"",""asp.net"",""jquery""]",how to validate tinymce through jquery in asp.net,459
5941232,5941295,3,0,2011-05-09T19:00:59.64,1,633224,[5690772],1,"[""c#"",""asp.net""]",Is Dirty in ASP.NET Web Page,6005
5943008,,2,0,2011-05-09T22:00:19.257,1,704981,[5096537],1,"[""android"",""listview"",""nine-patch""]",Bubble ListView with 9-patch,3071
5944882,5944893,6,1,2011-05-10T03:36:09.92,,289829,[5932239],3,"[""c++""]",Problem with temporaries,137
5956653,,1,2,2011-05-10T21:23:58.773,,243494,[888335],4,"[""java"",""serialization""]",Do I need to put a serialVersionUID on ancestors of a Serializable class?,1114
5972736,,3,3,2011-05-12T02:35:02.877,,747136,[5727],1,"[""c"",""c++"",""pointers""]","C(++) Pointers, needing clarification",202
5980497,5980725,1,10,2011-05-12T15:30:59.39,1,658384,[1172916],1,"[""php"",""ffmpeg"",""file-upload"",""video-processing""]",Ffmpeg installation And Converting VIdeo's:,2885
5981027,5981095,2,0,2011-05-12T16:11:46.487,1,716131,[1698870],1,"[""c#"",""scripting"",""codedom"",""system-codedom-compiler""]",C# Compiling User Supplied Code And Using,647
6000368,,1,0,2011-05-14T07:14:02.827,,645904,[6635562],4,"[""full-text-search"",""sql-server-2008""]",SQL server Fulltext trouble with period character,1061
6013308,,0,2,2011-05-16T04:52:28.2,,723732,[5985051],0,"[""extjs""]",ExtJS Date In Gridpanel,1517
6017971,6018070,4,2,2011-05-16T13:14:17.187,1,131637,[6010006],2,"[""html"",""css""]",How to display an image in the right upper corner of an input box,10366
6026106,6026632,1,0,2011-05-17T04:00:56.293,,198680,[596862],0,"[""ios4"",""mpvolumeview""]",How can i make sound on and off using my native iPhone Application?,283
6043616,6043804,3,1,2011-05-18T11:01:17.837,,28557,[539143],0,"[""parsing"",""dom"",""xml-parsing""]",DOM Parser : How to handle special characters,1451
6056471,6056609,1,0,2011-05-19T09:23:18.74,,827530,[4325639],1,"[""html"",""java"",""android"",""webview""]",Android: How to save html file with user filled out form,5223
6068803,6069503,11,1,2011-05-20T07:30:21.283,148,746173,"[5970188,7515309,8876843]",251,"[""android"",""android-camera""]",How to turn on front flash light programmatically in Android?,372079
6089854,,3,0,2011-05-22T18:22:53.56,,765032,[4076836],6,"[""properties"",""objective-c"",""ios"",""xcode4""]",Where are the synthesized ivars stored?,661
6098073,6098736,3,8,2011-05-23T13:45:05.88,5,186608,[15086040],12,"[""python"",""code-generation"",""python-2.x"",""function-object""]",Creating a function object from a string,15873
6117598,,1,0,2011-05-24T22:17:47.91,,217246,"[898463,4833820]",1,"[""jquery"",""google-chrome"",""drop-down-menu"",""jquery-events""]",Firing a dropdownlist event instantaneously (ideally jQuery),685
6136136,6136272,1,4,2011-05-26T09:07:32.993,,755278,[1998030],0,"[""iphone"",""xcode"",""objective-c""]",UITextView Puzzle?,575
6156968,6215466,4,7,2011-05-27T19:44:33.83,7,681409,[3276888],17,"[""core-data"",""objective-c"",""ios"",""data-synchronization""]",What is a good solution to synchronize data between iOS apps?,11465
6174550,6179462,33,0,2011-05-30T09:36:46.283,72,348545,"[9720483,37690353]",192,"[""java"",""eclipse"",""debugging""]",Eclipse java debugging: source not found,465209
6183857,,1,8,2011-05-31T06:38:36.45,,777191,[4486864],0,"[""android""]",get data from ballon on ballon tap from google map,815
6196466,,0,1,2011-06-01T04:57:37.277,,388394,[1817394],2,"[""perl"",""hash""]",concept of hash in perl,178
6209594,6209642,5,6,2011-06-02T01:49:52.027,2,780393,[885009],4,"[""debugging"",""android"",""android-widget"",""android-manifest"",""android-layout""]",R.id Cannot be resolved,25825
6229062,6229352,1,0,2011-06-03T15:23:07.46,,700510,[6034113],2,"[""resources"",""objective-c"",""xcode4""]",Finding a Resource Text File,729
6269175,,1,6,2011-06-07T17:25:50.207,0,661240,[1044460],2,"["".net"",""exception"",""backgroundworker""]",Why exception is not caught in BackgroundWorker DoWork routine?,1099
6288597,6289567,1,1,2011-06-09T05:50:45.01,,12113,[6145442],1,"[""silverlight"",""pid"",""silverlight-4.0""]",is it possible for a Silverlight to read the browser process id,362
6296139,6408918,4,1,2011-06-09T16:27:35.37,1,791172,[40775369],14,"[""windows"",""printing"",""zebra-printers""]","Raw printing directly to a USB printer, bypassing Windows spooler",54923
6307527,,0,3,2011-06-10T14:09:49.873,,2683759,[7382651],2,"[""asp.net"",""asp.net-ajax"",""internet-explorer-8""]",Request.UrlReferrer returning null with IE 8,3296
6323687,,1,0,2011-06-12T18:21:12.033,,678824,[6184959],0,"[""jsf"",""uirepeat""]",How to get values from ui:repeat in a html form,1352
6331455,6331507,5,1,2011-06-13T14:00:27.49,,795350,[1287567],1,"[""c#"",""c#-4.0""]",How to shuffle multiple related arrays?,252
6332052,6332196,1,1,2011-06-13T14:49:56.463,,640034,[32991080],2,"[""sockets"",""android"",""file""]",Sending File using sockets in android,6894
6354025,6354067,2,0,2011-06-15T06:44:30.147,,147601,"[2005687,6322559]",6,"[""java"",""gwt"",""guava""]",Trouble with GWT and Guava,3088
6383221,,1,0,2011-06-17T08:28:59.807,,173711,[777976],3,"[""c"",""registry"",""windows-xp"",""startup"",""autostart""]",Difference starting program from registry to starting from startup folder,710
6401558,,5,6,2011-06-19T09:12:45.303,1,800816,[273516],2,"[""php""]",PHP nested array search,575
6433809,6433890,1,0,2011-06-22T01:07:32.163,,762174,[2436578],1,"[""python"",""sqlalchemy"",""flask"",""flask-sqlalchemy""]",SQLAlchemy: 'Model' object is not callable,10900
6458450,,2,4,2011-06-23T17:52:25.683,2,161472,[2299250],16,"[""java"",""sockets"",""jvm"",""segmentation-fault""]",Sun JVM (JRE jre1.6.0_24) segfault NET_Read,2858
6470748,,2,2,2011-06-24T16:21:16.433,4,814404,[279966],18,"[""php""]",Difference between: $_SERVER['SCRIPT_NAME'] and $_SERVER['PHP_SELF'],23625
6516272,,0,4,2011-06-29T05:51:28.267,,820345,[5484392],0,"[""struts""]",Regex grammar for action mapping in Struts 1.x to map the URLs?,327
6529865,6537228,1,3,2011-06-30T04:14:59.447,4,738746,[4964180],0,"[""ejb"",""code-injection"",""jsf-2"",""managed-bean""]",Injecting same EJB into two different managed beans not working,4368
6545954,6546101,1,1,2011-07-01T09:16:26.23,1,489152,[570317],1,"[""c"",""free"",""memory-management""]",Avoiding Memory Allocation related errors,548
6559632,6559784,1,0,2011-07-02T21:09:38.89,,534101,[2109841],0,"[""sitemap"",""robots.txt"",""asp.net-mvc-2""]",Robots.txt and SiteMap.xml within MVC 2 app,830
6565708,,0,1,2011-07-03T21:35:29.787,,410072,[6167820],1,"[""qt""]",Building Qt statically,234
6587254,6651724,6,6,2011-07-05T18:35:40.22,6,57883,"[176931,12024512]",53,"[""asp.net"",""publish"",""visual-studio-2010"",""web-application-project""]",WebApplication publish to relative filesystem path,18742
6611528,6611708,1,1,2011-07-07T13:40:44.557,1,323929,[5598934],0,"[""iphone"",""cocoa-touch"",""avfoundation"",""ipad"",""ios""]",Get raw data stream from AVFoundation Capture Session,3389
6618587,13498896,5,0,2011-07-08T00:09:42.563,7,586084,[5150731],24,"["".net"",""sql-server-ce"",""ef-code-first"",""c#-4.0"",""entity-framework-4.1""]",Entity Framework Code-First: How to manually update the database?,32647
6628883,6628934,4,4,2011-07-08T18:37:44.903,,750711,[2537568],1,"[""java"",""decompiling"",""decompiler""]",Techniques to prevent/slow decompiling,1178
6652889,6654502,1,5,2011-07-11T15:51:32.5,,672232,[4093118],1,"[""django"",""date""]",Django - replacing year in DateTimeField,1689
6659392,6667560,2,1,2011-07-12T04:08:50.537,1,815864,[1256562],3,"[""java"",""jsp"",""jsp-tags"",""spring-mvc""]",How to get url path from jsp in Spring MVC framework,6665
6695970,6700421,1,2,2011-07-14T15:41:08.97,,844933,[2381572],0,"[""javascript"",""dojo"",""dom-events""]",How to trigger an event attached with dojoAttachEvent?,4181
6707909,6799099,1,3,2011-07-15T13:43:46.383,,311363,[4956413],0,"[""ipad"",""uiviewanimation"",""ios""]","""modifying layer that is being finalized"" error when popping navigation controller",2214
6730789,6730905,1,1,2011-07-18T09:17:13.03,,849703,[27222],-1,"[""html"",""php"",""dom""]",PHP get entire HTML DOM incl. tags,1357
6742008,6742025,1,4,2011-07-19T03:30:31.82,5,617371,[5534759],30,"[""c++"",""iterator"",""stl"",""traits"",""iterator-traits""]",What are the typical use cases of an iterator_trait,7362
6751641,6751658,3,3,2011-07-19T17:48:25.163,2,,[1073593],13,"[""javascript"",""jslint""]",window.location.href = window.location.href and JSLint,13432
6762229,6769683,1,5,2011-07-20T12:53:14.047,1,85738,[5514499],1,"[""c#"",""customization"",""model"",""content-management-system"",""orchardcms""]",Displaying single Fields for a custom ContenType in Orchard,2685
6771203,,0,0,2011-07-21T04:19:08.297,,40214,[3198134],1,"[""java"",""mysql"",""jdbc""]","How to set ""SQL_NO_CACHE"" default in a pooled mysql JDBC connection",391
6795483,21052060,3,0,2011-07-22T20:04:31.973,68,511082,[19658145],71,"[""android"",""android-layout""]",Create blurry transparent background effect,92539
6819730,,0,3,2011-07-25T17:02:20.773,,862008,[4441947],3,"[""python"",""memory"",""ram""]",Python returning MemoryError with plenty of free ram available,433
6843527,6845015,4,0,2011-07-27T11:27:27.807,2,,[6434088],7,"[""java"",""comet"",""long-polling"",""websocket"",""playframework""]",Play framework longpolling in online game,3043
6882301,6882331,6,6,2011-07-30T09:33:49.747,2,800816,[6883434],11,"[""unicode"",""utf-8"",""utf""]",What is the Best UTF,2112
6900252,,1,3,2011-08-01T14:54:07.853,,859747,[5707340],3,"[""c#"",""vsto"",""visual-studio-2008""]",VSTO addin and runtime without administrator rights,2214
